@relation 'data/training_tutorial.arff-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R1-5,10-12,23-33,35'

@attribute legal_actions_N {True,False}
@attribute legal_actions_S {True,False}
@attribute legal_actions_E {True,False}
@attribute legal_actions_W {True,False}
@attribute mov_ver numeric
@attribute mov_hor numeric
@attribute min_distancia_norte numeric
@attribute min_distancia_sur numeric
@attribute min_distancia_oeste numeric
@attribute min_distancia_este numeric
@attribute num_ghost_N numeric
@attribute num_ghost_S numeric
@attribute num_ghost_W numeric
@attribute num_ghost_E numeric
@attribute nearest_food numeric
@attribute action {North,South,West,East,Stop}

@data
True,True,True,False,2,2,2,2,999999,2,2,2,0,4,-1,North
True,True,True,False,1,1,1,3,999999,1,2,2,0,4,-1,North
False,True,True,False,5,4,4,4,999999,5,1,2,0,3,-1,South
True,True,True,False,5,3,6,3,999999,5,1,2,0,3,-1,South
True,True,True,False,4,2,7,2,999999,4,1,2,0,3,-1,South
True,True,True,False,4,1,8,1,999999,4,1,2,0,3,-1,South
True,True,True,True,3,0,9,1,999999,3,1,1,0,3,-1,East
True,True,True,True,2,0,1,999999,999999,2,2,0,0,3,-1,North
True,True,True,True,2,1,1,2,999999,2,2,1,0,3,-1,North
True,True,True,True,2,1,8,1,999999,2,1,2,0,3,-1,South
True,True,True,True,2,1,1,1,999999,2,2,1,0,3,-1,North
True,True,True,True,1,0,8,3,999999,1,1,1,0,3,-1,East
True,True,True,True,12,4,8,4,999999,12,1,1,0,2,-1,South
True,True,True,True,12,4,9,4,999999,12,1,1,0,2,-1,South
True,True,True,True,12,2,10,2,999999,12,1,1,0,2,-1,East
True,False,True,True,11,2,9,2,999999,11,1,1,0,2,-1,East
False,False,True,True,10,2,9,2,999999,10,1,1,0,2,-1,East
True,True,True,True,8,2,9,2,999999,8,1,1,0,2,-1,North
True,True,True,False,8,4,9,4,999999,8,1,1,0,2,-1,North
True,True,True,False,9,5,8,5,999999,9,1,1,0,2,-1,North
True,True,True,False,10,6,7,6,999999,10,1,1,0,2,-1,North
True,True,True,False,9,6,6,7,999999,9,1,1,0,2,-1,North
True,True,True,False,10,4,4,8,999999,10,1,1,0,2,-1,North
True,True,True,True,9,2,2,9,999999,9,1,1,0,2,-1,East
True,True,True,True,9,2,2,9,999999,9,1,1,0,2,-1,East
True,True,True,True,8,2,2,8,999999,8,1,1,0,2,-1,East
False,True,True,True,7,2,2,8,999999,7,1,1,0,2,-1,East
False,False,True,True,6,2,2,8,999999,6,1,1,0,2,-1,East
False,True,True,True,5,1,1,9,999999,5,1,1,0,2,-1,South
True,True,True,False,5,3,3,8,999999,5,1,1,0,2,-1,South
True,True,True,False,5,4,4,7,999999,5,1,1,0,2,-1,South
True,True,True,False,5,5,5,6,999999,5,1,1,0,2,-1,South
True,True,True,False,4,5,6,5,999999,4,1,1,0,2,-1,South
True,True,True,False,5,4,7,4,999999,5,1,1,0,2,-1,South
True,True,True,False,6,3,9,3,999999,6,1,1,0,2,-1,South
True,True,True,False,5,2,10,2,999999,5,1,1,0,2,-1,South
True,True,True,False,5,0,11,999999,999999,5,1,0,0,2,-1,East
True,True,True,True,5,0,11,999999,999999,5,1,0,0,2,-1,East
False,True,True,True,4,0,11,999999,999999,4,1,0,0,2,-1,East
False,True,True,True,3,0,10,999999,999999,3,1,0,0,2,-1,East
True,True,True,True,3,0,11,999999,999999,3,1,0,0,2,-1,East
True,True,True,True,1,0,11,999999,999999,1,1,0,0,2,-1,East
True,True,True,True,4,11,11,999999,999999,4,1,0,0,1,-1,North
True,True,True,True,4,11,11,999999,999999,4,1,0,0,1,-1,North
False,True,True,True,5,10,10,999999,999999,5,1,0,0,1,-1,East
False,True,True,True,4,9,9,999999,999999,4,1,0,0,1,-1,East
False,False,True,True,3,10,10,999999,999999,3,1,0,0,1,-1,East
False,False,True,True,2,10,10,999999,999999,2,1,0,0,1,-1,East
True,True,True,True,0,10,10,999999,999999,999999,1,0,0,0,-1,North
True,True,True,False,1,9,9,999999,1,999999,1,0,1,0,-1,North
True,True,True,True,1,8,8,999999,1,999999,1,0,1,0,-1,North
True,True,True,False,1,7,7,999999,1,999999,1,0,1,0,-1,North
True,True,True,True,2,6,6,999999,2,999999,1,0,1,0,-1,West
True,False,True,True,0,6,6,999999,999999,999999,1,0,0,0,-1,West
False,False,True,True,1,5,5,999999,999999,1,1,0,0,1,-1,West
True,False,True,True,2,5,5,999999,999999,2,1,0,0,1,-1,North
True,True,False,True,2,3,3,999999,999999,2,1,0,0,1,-1,North
True,True,False,True,3,2,2,999999,999999,3,1,0,0,1,-1,North
True,True,False,True,4,1,1,999999,999999,4,1,0,0,1,-1,North
True,True,False,True,4,1,1,999999,999999,4,1,0,0,1,-1,North
True,True,True,False,5,0,999999,999999,999999,5,0,0,0,1,-1,East
True,False,True,True,4,1,1,999999,999999,4,1,0,0,1,-1,East
True,True,True,True,2,1,1,999999,999999,2,1,0,0,1,-1,North
False,True,True,True,2,1,999999,1,999999,2,0,1,0,1,-1,East
False,True,True,True,0,1,999999,1,999999,999999,0,1,0,0,-1,South
False,True,True,False,0,9,999999,9,999999,1,0,4,0,3,-1,South
True,True,False,False,0,8,999999,8,999999,1,0,4,0,3,-1,South
True,True,True,False,0,7,999999,7,999999,2,0,4,0,3,-1,South
True,True,True,False,1,6,999999,6,999999,1,0,4,0,4,-1,South
True,True,True,False,1,5,999999,5,999999,1,0,4,0,4,-1,South
True,True,False,False,1,3,999999,3,999999,1,0,4,0,4,-1,South
True,True,True,False,1,3,999999,3,999999,1,0,4,0,4,-1,South
True,True,False,False,1,1,999999,1,999999,1,0,4,0,4,-1,South
True,True,False,False,0,1,999999,1,999999,2,0,4,0,3,-1,South
True,True,False,False,0,0,999999,4,999999,2,0,2,0,3,-1,South
True,True,False,False,0,0,999999,2,999999,2,0,2,0,3,-1,South
True,True,False,False,0,0,2,1,999999,1,1,2,0,3,-1,South
True,True,True,False,0,0,3,3,999999,2,1,1,0,2,-1,South
True,True,True,False,0,1,2,1,999999,2,2,1,0,2,-1,South
True,True,True,False,3,3,3,999999,999999,3,2,0,0,2,-1,North
True,True,True,False,4,3,3,999999,999999,4,2,0,0,2,-1,North
True,True,True,False,3,3,3,999999,999999,3,2,0,0,2,-1,East
False,True,True,True,2,2,2,999999,999999,2,2,0,0,2,-1,East
True,True,True,True,1,3,3,999999,999999,1,2,0,0,2,-1,North
True,True,True,False,1,2,2,999999,999999,1,2,0,0,2,-1,North
True,True,True,False,0,1,1,999999,999999,3,2,0,0,1,-1,North
True,True,True,False,3,0,999999,999999,999999,3,0,0,0,1,-1,East
True,True,True,True,1,0,999999,999999,999999,1,0,0,0,1,-1,East
False,True,True,False,5,0,999999,2,999999,5,0,3,0,4,14,South
True,True,False,False,5,0,1,4,999999,5,1,2,0,4,13,North
False,True,True,False,5,0,999999,1,999999,5,0,3,0,4,14,East
False,False,True,True,4,0,999999,4,999999,4,0,2,0,4,13,East
False,False,True,True,3,0,999999,1,999999,3,0,3,0,4,12,East
False,False,True,True,2,0,999999,1,999999,2,0,3,0,4,11,East
False,True,True,True,3,0,999999,3,999999,3,0,2,0,3,10,East
False,True,True,True,2,0,999999,3,999999,2,0,2,0,3,9,East
False,False,True,True,1,0,999999,3,999999,1,0,2,0,3,8,East
False,False,True,True,1,0,999999,3,999999,1,0,2,0,3,7,East
False,False,True,True,1,1,999999,1,1,1,0,3,1,2,6,East
False,True,True,True,0,1,999999,1,2,6,0,3,1,1,5,South
True,True,True,False,2,3,999999,3,2,5,0,2,1,1,4,South
True,True,True,True,2,2,999999,2,2,5,0,2,1,1,3,South
True,True,False,True,3,1,999999,1,3,6,0,2,1,1,2,South
True,True,False,True,3,0,999999,3,3,7,0,1,1,1,7,South
True,True,False,True,3,1,1,3,3,8,1,1,1,1,8,South
True,True,True,True,3,1,1,1,3,8,1,1,1,1,9,South
True,True,True,True,2,0,1,999999,2,8,1,0,1,1,10,West
True,True,True,True,2,0,2,999999,2,9,1,0,1,1,11,West
True,True,True,True,1,1,3,1,1,10,1,1,1,1,12,South
True,False,True,True,2,0,5,999999,2,10,1,0,1,1,13,West
True,False,True,True,1,0,5,999999,1,10,1,0,1,1,14,West
True,False,True,True,11,5,5,999999,999999,11,1,0,0,1,15,North
True,True,True,True,11,5,5,999999,999999,11,1,0,0,1,14,North
False,True,True,True,11,3,3,999999,999999,11,1,0,0,1,13,East
False,True,True,True,9,3,3,999999,999999,9,1,0,0,1,12,East
True,True,True,True,9,3,3,999999,999999,9,1,0,0,1,11,East
True,True,True,True,7,3,3,999999,999999,7,1,0,0,1,10,East
True,True,True,True,6,2,2,999999,999999,6,1,0,0,1,9,East
False,True,True,True,6,2,2,999999,999999,6,1,0,0,1,8,East
False,False,True,True,5,2,2,999999,999999,5,1,0,0,1,7,East
False,True,True,True,3,2,2,999999,999999,3,1,0,0,1,6,East
True,True,True,True,2,3,3,999999,999999,2,1,0,0,1,5,North
True,True,False,False,1,2,2,999999,999999,1,1,0,0,1,4,North
True,True,True,True,0,1,1,999999,999999,999999,1,0,0,0,3,North
False,False,True,True,0,12,12,999999,1,3,4,0,2,1,-1,East
True,False,True,True,1,12,12,999999,1,2,4,0,3,1,-1,North
True,True,False,False,1,11,11,999999,1,2,4,0,3,1,-1,North
False,True,True,False,1,10,10,999999,1,1,4,0,3,1,-1,East
False,False,True,True,0,10,10,999999,2,999999,4,0,3,0,-1,East
False,False,True,True,0,10,10,999999,2,999999,4,0,3,0,-1,East
True,False,False,True,1,10,10,999999,1,999999,4,0,4,0,-1,North
True,True,False,False,1,9,9,999999,1,999999,4,0,4,0,-1,North
True,True,False,False,2,8,8,999999,2,999999,4,0,4,0,-1,North
False,True,True,True,1,7,7,999999,1,999999,4,0,4,0,-1,East
False,False,True,True,2,7,7,999999,2,999999,4,0,4,0,-1,East
False,False,True,True,3,7,7,999999,3,999999,4,0,4,0,-1,East
True,True,False,True,4,7,7,999999,4,999999,4,0,4,0,-1,North
True,True,False,False,4,6,6,999999,4,999999,4,0,4,0,-1,North
True,True,False,False,5,5,5,999999,5,999999,4,0,4,0,-1,North
True,True,True,True,5,4,4,999999,5,999999,4,0,4,0,-1,North
True,True,False,False,6,3,3,999999,6,999999,4,0,4,0,-1,North
True,True,False,False,5,2,2,999999,5,999999,4,0,4,0,-1,North
True,True,False,False,6,1,1,999999,6,999999,4,0,4,0,-1,North
True,True,True,True,5,0,2,999999,5,999999,1,0,4,0,-1,West
False,False,True,True,4,0,3,999999,4,999999,1,0,4,0,-1,West
True,True,True,False,2,0,1,999999,2,999999,2,0,4,0,-1,North
True,True,False,False,3,1,1,1,3,999999,2,2,4,0,-1,North
False,True,False,True,2,0,2,2,2,999999,1,2,4,0,-1,West
False,False,True,True,2,0,3,2,2,999999,1,2,4,0,-1,West
False,False,True,True,0,0,3,2,1,999999,1,2,3,0,-1,West
False,False,True,True,0,0,3,2,4,1,1,2,2,1,-1,West
True,False,True,True,1,0,3,2,2,1,1,2,2,2,-1,West
False,True,True,True,2,0,3,2,2,3,1,2,2,2,-1,West
False,True,True,True,0,0,3,2,2,3,1,2,1,2,-1,South
True,True,True,False,0,1,1,1,1,2,2,2,1,2,-1,South
True,False,True,True,2,0,2,999999,2,3,2,0,1,2,-1,East
True,False,True,True,2,0,2,999999,3,2,2,0,1,2,-1,East
False,False,True,True,1,2,2,999999,3,1,2,0,1,1,-1,West
True,False,True,True,1,3,3,999999,2,1,2,0,1,1,-1,North
True,True,False,True,1,3,3,999999,2,1,2,0,1,1,-1,North
False,True,True,True,1,2,2,999999,2,1,2,0,1,1,-1,East
True,False,True,True,0,1,1,999999,3,999999,2,0,1,0,-1,North
True,True,False,False,3,2,2,999999,3,999999,1,0,1,0,-1,South
True,False,True,True,4,3,3,999999,4,999999,1,0,1,0,-1,West
False,True,True,True,2,3,3,999999,2,999999,1,0,1,0,-1,West
False,True,True,True,1,2,2,999999,1,999999,1,0,1,0,-1,West
True,False,True,True,0,1,1,999999,999999,999999,1,0,0,0,-1,North
True,True,True,True,1,2,2,4,7,1,2,2,2,2,7,North
True,True,True,True,1,1,1,6,6,1,2,2,2,2,8,North
True,True,True,True,1,0,999999,1,6,1,0,3,2,2,9,East
True,True,True,True,1,1,999999,1,7,1,0,4,2,2,8,East
True,True,True,True,0,1,999999,1,8,1,0,4,2,1,7,South
True,True,True,True,1,1,1,7,8,1,2,2,2,2,6,East
True,True,True,True,1,1,1,6,1,1,2,2,3,1,5,North
True,True,True,True,1,0,999999,1,1,1,0,3,3,1,6,East
True,True,True,True,2,0,999999,7,2,999999,0,2,3,0,5,West
True,True,True,True,1,1,999999,1,1,999999,0,3,3,0,6,South
True,True,True,True,2,0,999999,7,2,999999,0,2,3,0,5,West
True,True,True,True,1,0,999999,7,1,999999,0,2,3,0,6,West
True,True,True,True,1,1,999999,1,1,999999,0,3,3,0,7,South
True,True,True,True,1,0,999999,5,1,999999,0,2,3,0,6,West
True,True,True,True,1,0,999999,4,1,999999,0,2,3,0,7,West
True,True,True,True,0,1,1,4,4,999999,1,2,2,0,8,North
True,True,True,True,1,0,999999,4,1,999999,0,2,3,0,9,West
True,True,True,True,1,0,999999,3,1,999999,0,2,3,0,10,West
True,True,True,True,1,2,999999,2,2,1,0,2,1,1,11,South
True,True,True,True,1,0,999999,5,2,1,0,1,1,1,10,West
True,True,True,True,1,5,999999,5,999999,1,0,1,0,1,11,South
True,True,True,True,2,4,999999,4,999999,2,0,1,0,1,10,South
True,True,True,True,3,3,999999,3,999999,3,0,1,0,1,11,South
True,True,True,True,3,3,999999,3,999999,3,0,1,0,1,12,South
True,True,True,True,3,3,999999,3,999999,3,0,1,0,1,13,South
True,True,True,True,4,2,999999,2,999999,4,0,1,0,1,14,South
True,True,True,True,4,1,999999,1,999999,4,0,1,0,1,15,South
True,False,True,True,3,0,999999,999999,999999,3,0,0,0,1,16,East
True,False,True,True,1,0,999999,999999,999999,1,0,0,0,1,15,East
False,True,True,False,4,5,999999,5,999999,4,0,4,0,4,-1,South
True,True,False,False,4,3,999999,3,999999,4,0,4,0,4,-1,South
True,True,True,False,3,3,999999,3,999999,3,0,4,0,4,-1,South
True,True,True,False,3,1,999999,1,999999,3,0,4,0,4,-1,South
True,True,True,False,3,0,999999,4,999999,3,0,3,0,4,-1,South
True,True,False,False,4,1,1,3,999999,4,1,3,0,4,-1,South
True,True,True,False,3,1,1,2,999999,3,1,3,0,4,-1,South
True,True,False,False,2,1,2,1,999999,2,1,3,0,4,-1,South
True,True,False,False,3,0,3,5,999999,3,1,2,0,4,-1,South
True,True,False,False,3,1,1,4,999999,3,2,2,0,4,-1,South
True,True,False,False,3,2,2,4,999999,3,2,2,0,4,-1,South
True,True,False,False,2,3,3,3,999999,2,2,2,0,4,-1,South
True,True,True,False,3,2,4,2,999999,3,2,2,0,4,-1,East
False,True,True,True,2,3,3,3,999999,2,2,2,0,4,-1,East
True,True,True,True,2,3,3,3,999999,2,2,2,0,4,-1,North
True,True,True,False,3,2,2,3,999999,3,2,2,0,4,-1,North
True,True,True,False,3,2,2,3,999999,3,2,2,0,4,-1,North
True,True,True,False,3,0,6,3,999999,3,1,2,0,4,-1,East
True,True,True,True,2,1,1,3,999999,2,2,2,0,4,-1,North
False,True,True,True,2,0,5,4,999999,2,1,2,0,4,-1,East
False,True,True,True,4,4,4,4,999999,4,1,2,0,3,-1,South
True,True,True,True,4,2,5,2,999999,4,1,2,0,3,-1,South
True,True,True,True,4,0,7,4,999999,4,1,1,0,3,-1,South
True,True,True,True,5,1,1,4,999999,5,2,1,0,3,-1,South
True,True,True,True,4,2,2,2,999999,4,2,1,0,3,-1,East
True,False,True,True,2,1,2,1,999999,2,2,1,0,3,-1,East
False,False,True,True,1,1,1,1,999999,1,2,1,0,3,-1,East
True,True,True,True,0,0,1,999999,999999,6,2,0,0,2,-1,North
True,True,True,False,6,2,7,2,999999,6,1,1,0,2,-1,North
True,True,True,False,6,3,6,3,999999,6,1,1,0,2,-1,North
True,True,True,False,6,3,4,3,999999,6,1,1,0,2,-1,North
True,True,True,False,6,4,4,5,999999,6,1,1,0,2,-1,North
True,True,True,False,6,4,4,5,999999,6,1,1,0,2,-1,North
True,True,True,True,7,2,2,6,999999,7,1,1,0,2,-1,East
True,True,True,True,7,2,2,6,999999,7,1,1,0,2,-1,East
True,True,True,True,5,2,2,6,999999,5,1,1,0,2,-1,East
False,True,True,True,3,2,2,6,999999,3,1,1,0,2,-1,East
False,False,True,True,1,2,2,6,999999,1,1,1,0,2,-1,East
False,True,True,True,0,3,3,7,999999,9,1,1,0,1,-1,South
True,True,True,False,1,3,3,6,999999,1,1,1,0,2,-1,South
True,True,True,False,1,4,4,6,999999,1,1,1,0,2,-1,South
True,True,True,False,1,5,5,5,999999,1,1,1,0,2,-1,South
True,True,True,False,2,4,5,4,999999,2,1,1,0,2,-1,South
True,True,True,False,1,3,6,3,999999,1,1,1,0,2,-1,South
True,True,True,False,1,2,8,2,999999,1,1,1,0,2,-1,South
True,True,True,False,1,1,10,1,999999,1,1,1,0,2,-1,South
True,True,True,False,1,0,11,999999,999999,1,1,0,0,2,-1,East
True,True,True,True,9,10,10,999999,999999,9,1,0,0,1,-1,North
True,True,False,True,9,10,10,999999,999999,9,1,0,0,1,-1,North
True,True,True,True,9,9,9,999999,999999,9,1,0,0,1,-1,North
True,True,False,True,9,9,9,999999,999999,9,1,0,0,1,-1,North
True,True,True,True,10,8,8,999999,999999,10,1,0,0,1,-1,North
True,True,False,True,9,7,7,999999,999999,9,1,0,0,1,-1,North
True,True,True,True,8,6,6,999999,999999,8,1,0,0,1,-1,North
True,True,True,True,9,5,5,999999,999999,9,1,0,0,1,-1,North
True,True,True,True,8,4,4,999999,999999,8,1,0,0,1,-1,North
True,True,False,False,9,3,3,999999,999999,9,1,0,0,1,-1,North
True,True,True,True,9,1,1,999999,999999,9,1,0,0,1,-1,East
True,False,True,True,7,1,1,999999,999999,7,1,0,0,1,-1,East
True,False,True,True,6,0,999999,999999,999999,6,0,0,0,1,-1,East
True,True,True,True,5,0,999999,999999,999999,5,0,0,0,1,-1,East
False,True,True,True,5,0,999999,999999,999999,5,0,0,0,1,-1,East
False,True,True,True,4,1,1,999999,999999,4,1,0,0,1,-1,East
True,True,False,True,2,1,1,999999,999999,2,1,0,0,1,-1,North
True,True,True,False,1,0,999999,999999,999999,1,0,0,0,1,-1,East
False,True,True,False,0,9,999999,9,999999,1,0,4,0,3,-1,South
True,True,False,False,1,8,999999,8,999999,1,0,4,0,4,-1,South
True,True,True,False,0,7,999999,7,999999,2,0,4,0,3,-1,South
True,True,True,False,1,5,999999,5,999999,1,0,4,0,4,-1,South
True,True,True,False,1,4,999999,4,999999,1,0,4,0,4,-1,South
True,True,False,False,1,4,999999,4,999999,1,0,4,0,4,-1,South
True,True,True,False,1,2,999999,2,999999,1,0,4,0,4,-1,South
True,True,False,False,1,1,999999,1,999999,1,0,4,0,4,-1,South
True,True,False,False,1,0,999999,3,999999,1,0,3,0,4,-1,South
True,True,False,False,1,1,1,2,999999,1,1,3,0,4,-1,South
True,True,False,False,0,1,1,1,999999,4,1,3,0,3,-1,South
True,True,False,False,1,0,1,1,999999,1,1,2,0,4,-1,South
True,True,True,False,1,0,2,2,999999,1,1,1,0,4,-1,East
False,True,True,True,3,1,1,1,999999,3,1,2,0,3,-1,East
True,True,True,True,1,0,2,3,999999,1,1,1,0,3,-1,South
True,True,True,True,2,0,3,2,999999,2,1,1,0,3,-1,North
True,True,True,True,2,0,3,3,999999,2,1,1,0,3,-1,South
True,True,True,True,2,1,1,2,999999,2,2,1,0,3,-1,North
True,True,True,True,3,0,1,3,999999,3,1,1,0,3,-1,East
True,True,True,True,2,0,2,3,999999,2,1,1,0,3,-1,East
True,True,True,True,1,0,3,3,999999,1,1,1,0,3,-1,East
True,False,True,True,0,0,2,3,999999,2,1,1,0,2,-1,East
False,False,True,True,1,1,1,1,1,1,1,2,1,2,-1,East
True,True,True,True,0,1,1,2,3,2,1,2,1,1,-1,South
True,True,True,False,2,2,2,2,4,2,1,1,1,1,-1,South
True,True,True,False,3,1,3,1,5,3,1,1,1,1,-1,South
True,False,True,True,3,1,1,999999,5,3,2,0,1,1,-1,North
True,True,True,False,3,0,2,999999,4,3,1,0,1,1,-1,East
True,True,True,True,2,1,1,999999,6,2,2,0,1,1,-1,North
True,True,True,True,2,0,1,999999,6,2,1,0,1,1,-1,East
True,True,True,True,1,0,1,999999,7,1,1,0,1,1,-1,North
True,True,True,True,6,1,999999,1,6,999999,0,1,1,0,-1,West
True,True,True,True,6,1,999999,1,6,999999,0,1,1,0,-1,West
True,True,True,True,5,0,999999,999999,5,999999,0,0,1,0,-1,West
False,False,True,True,4,0,999999,999999,4,999999,0,0,1,0,-1,West
True,False,True,True,3,1,999999,1,3,999999,0,1,1,0,-1,West
True,True,True,True,2,1,999999,1,2,999999,0,1,1,0,-1,South
True,True,False,True,1,0,999999,999999,1,999999,0,0,1,0,-1,West
False,True,True,False,5,0,999999,2,999999,5,0,3,0,4,14,South
True,True,False,False,5,0,1,5,999999,5,1,2,0,4,13,North
False,True,True,False,5,0,999999,1,999999,5,0,3,0,4,14,East
False,False,True,True,3,0,999999,1,999999,3,0,3,0,4,13,East
False,False,True,True,2,0,999999,7,999999,2,0,2,0,4,12,East
False,False,True,True,1,1,999999,1,999999,1,0,4,0,4,11,East
False,True,True,True,1,1,999999,1,999999,1,0,4,0,4,10,South
True,True,True,False,1,1,1,5,999999,1,2,2,0,4,9,North
False,True,True,True,0,0,999999,1,999999,1,0,3,0,3,10,East
False,True,True,True,0,2,999999,2,999999,10,0,3,0,1,9,South
True,True,False,True,1,5,999999,5,999999,1,0,2,0,2,8,South
True,True,True,True,1,5,999999,5,999999,1,0,2,0,2,7,South
True,True,True,True,2,4,999999,4,999999,2,0,2,0,2,6,South
True,False,True,True,2,3,999999,3,999999,2,0,2,0,2,5,East
True,False,True,True,1,2,999999,2,999999,1,0,2,0,2,4,East
True,True,True,True,0,2,999999,2,999999,6,0,2,0,1,3,South
True,True,True,False,0,2,999999,2,999999,6,0,2,0,1,2,South
True,True,True,True,6,0,999999,999999,999999,6,0,0,0,1,3,East
True,True,True,True,6,0,999999,999999,999999,6,0,0,0,1,2,East
True,True,True,True,5,0,999999,999999,999999,5,0,0,0,1,1,East
False,True,True,True,5,0,999999,999999,999999,5,0,0,0,1,2,East
False,False,True,True,4,0,999999,999999,999999,4,0,0,0,1,3,East
False,True,True,True,3,1,999999,1,999999,3,0,1,0,1,4,East
True,True,True,True,1,1,999999,1,999999,1,0,1,0,1,5,South
True,True,True,True,2,0,999999,999999,999999,2,0,0,0,1,6,East
False,False,True,True,0,12,12,999999,1,3,4,0,2,1,-1,East
True,False,True,True,0,12,12,999999,2,2,4,0,2,1,-1,North
True,True,False,False,1,11,11,999999,2,1,4,0,2,2,-1,North
False,True,True,False,1,10,10,999999,2,1,4,0,2,2,-1,East
False,False,True,True,0,10,10,999999,2,1,4,0,2,1,-1,East
False,False,True,True,0,10,10,999999,1,999999,4,0,3,0,-1,East
True,False,False,True,2,10,10,999999,2,999999,4,0,4,0,-1,North
True,True,False,False,2,9,9,999999,2,999999,4,0,4,0,-1,North
True,True,False,False,2,8,8,999999,2,999999,4,0,4,0,-1,North
False,True,True,True,2,7,7,999999,2,999999,4,0,4,0,-1,East
False,False,True,True,3,7,7,999999,3,999999,4,0,4,0,-1,East
False,False,True,True,4,7,7,999999,4,999999,4,0,4,0,-1,East
True,True,False,True,4,7,7,999999,4,999999,4,0,4,0,-1,North
True,True,False,False,4,6,6,999999,4,999999,4,0,4,0,-1,North
True,True,False,False,4,5,5,999999,4,999999,4,0,4,0,-1,North
True,True,True,True,5,4,4,999999,5,999999,4,0,4,0,-1,North
True,True,False,False,5,3,3,999999,5,999999,4,0,4,0,-1,North
True,True,False,False,6,2,2,999999,6,999999,4,0,4,0,-1,North
True,True,False,False,6,1,1,999999,6,999999,4,0,4,0,-1,North
True,True,True,True,6,0,2,999999,6,999999,1,0,4,0,-1,West
False,False,True,True,5,0,2,999999,5,999999,1,0,4,0,-1,West
True,True,True,False,4,0,1,999999,4,999999,2,0,4,0,-1,North
True,True,False,False,5,0,1,1,5,999999,2,1,4,0,-1,North
False,True,False,True,5,0,999999,1,5,999999,0,3,4,0,-1,West
False,False,True,True,3,0,999999,1,3,999999,0,3,4,0,-1,West
False,False,True,True,2,0,999999,1,2,999999,0,3,4,0,-1,West
False,False,True,True,1,0,999999,1,1,999999,0,3,4,0,-1,West
True,False,True,True,0,0,999999,1,1,999999,0,3,3,0,-1,West
False,True,True,True,1,0,999999,1,1,2,0,3,3,1,-1,South
True,True,False,True,1,1,1,1,1,2,1,3,3,1,-1,South
True,False,True,True,2,0,2,999999,3,2,1,0,2,1,-1,East
False,False,True,True,1,0,2,999999,3,1,1,0,2,1,-1,East
False,False,True,True,5,0,2,999999,5,999999,1,0,2,0,-1,West
False,False,True,True,5,0,2,999999,5,999999,1,0,2,0,-1,West
True,False,True,True,3,0,2,999999,3,999999,1,0,2,0,-1,West
True,False,True,True,1,0,2,999999,1,999999,1,0,2,0,-1,West
False,False,True,True,0,2,2,999999,999999,999999,1,0,0,0,-1,East
True,False,True,True,2,2,2,999999,2,999999,1,0,1,0,-1,North
True,True,True,False,3,1,1,999999,3,999999,1,0,1,0,-1,North
False,True,True,True,2,0,999999,999999,2,999999,0,0,1,0,-1,West
True,False,True,True,1,0,999999,999999,1,999999,0,0,1,0,-1,West
True,True,True,True,1,2,2,4,7,1,2,2,2,2,7,North
True,True,True,True,1,0,1,6,7,1,1,2,2,2,8,North
True,True,True,True,1,0,999999,2,6,1,0,3,2,2,9,South
True,True,True,True,1,0,999999,1,6,1,0,3,2,2,8,South
True,True,True,True,0,1,1,5,6,2,2,2,2,1,7,East
True,True,True,True,1,1,1,4,1,1,2,2,3,1,6,North
True,True,True,True,2,1,1,5,2,999999,1,2,3,0,7,South
True,True,True,True,2,3,3,5,2,999999,1,2,3,0,6,South
True,True,True,True,1,4,4,4,1,999999,1,2,3,0,5,South
True,True,True,True,1,3,5,3,1,999999,1,2,3,0,6,South
True,True,True,True,0,2,6,2,6,999999,1,2,2,0,7,South
True,True,True,True,1,0,8,1,1,999999,1,1,3,0,8,South
True,True,True,True,1,0,1,999999,1,999999,2,0,3,0,9,North
True,True,True,True,1,1,1,2,1,999999,2,1,3,0,8,North
True,True,True,True,1,1,1,3,1,999999,2,1,3,0,7,North
True,True,True,True,6,4,4,4,6,999999,1,1,2,0,6,South
True,True,True,True,6,2,4,2,6,999999,1,1,2,0,7,South
True,True,True,True,6,1,5,1,6,999999,1,1,2,0,8,South
True,True,True,True,6,0,6,999999,6,999999,1,0,2,0,9,West
True,True,True,True,4,0,6,999999,4,999999,1,0,2,0,10,West
True,True,True,True,3,1,1,999999,3,999999,2,0,2,0,11,North
True,True,True,True,4,0,5,999999,4,999999,1,0,2,0,10,West
True,True,True,True,3,1,1,999999,3,999999,2,0,2,0,11,North
True,True,True,True,3,1,4,1,3,999999,1,1,2,0,10,South
True,True,True,True,3,1,5,1,3,999999,1,1,2,0,11,South
True,True,True,True,2,0,6,999999,2,999999,1,0,2,0,12,West
True,True,True,True,1,1,7,1,1,999999,1,1,2,0,13,South
True,True,True,True,8,7,7,999999,8,999999,1,0,1,0,14,North
True,True,True,True,8,7,7,999999,8,999999,1,0,1,0,13,North
True,True,True,True,8,6,6,999999,8,999999,1,0,1,0,12,North
True,True,True,True,8,4,4,999999,8,999999,1,0,1,0,11,North
True,True,True,True,7,3,3,999999,7,999999,1,0,1,0,10,North
True,True,True,True,6,2,2,999999,6,999999,1,0,1,0,9,North
True,True,True,True,6,2,2,999999,6,999999,1,0,1,0,10,North
